file_name,obj_class,volume,surface_area,diameter,eccentricity,compactness,rectangularity,convexity,elongation,A3,D1,D2,D3,D4
m79.obj,AquaticAnimal,0.8029,0.7194,0.2003,0.2882,0.4169,0.2187,0.2962,1.2575,0.0184,0.0104,0.0078,0.0112,0.0147
m57.obj,AquaticAnimal,0.7091,0.5612,0.3542,0.6253,0.2259,0.8283,0.402,1.0306,0.0145,0.0092,0.0068,0.0061,0.0156
m62.obj,AquaticAnimal,0.5248,0.4427,0.5333,0.424,0.2264,0.7758,0.1495,0.1413,0.0048,0.0057,0.0029,0.0039,0.0145
m63.obj,AquaticAnimal,0.3299,0.2086,0.1021,0.0102,0.0348,0.1205,0.8065,0.1469,0.0059,0.0203,0.004,0.0053,0.0036
m73.obj,AquaticAnimal,0.3764,0.3759,0.4447,0.0984,0.2554,0.2297,0.1555,0.1121,0.0087,0.0064,0.0091,0.0024,0.0039
D00538.obj,Bed,0.2287,0.4027,1.5623,0.0739,0.5126,0.4012,0.5226,0.4189,0.0063,0.0298,0.0129,0.021,0.0207
D00650.obj,Bed,0.7061,0.9675,1.5187,0.1751,1.0665,0.9055,1.7187,0.8983,0.0076,0.0098,0.0136,0.0078,0.005
D00307.obj,Bed,1.1869,2.1338,0.3854,0.1045,3.594,1.5592,1.7187,0.0553,0.0033,0.0048,0.0118,0.0083,0.005
D00988.obj,Bed,0.9762,1.698,1.7528,0.156,2.643,0.9763,1.7187,0.4827,0.0049,0.01,0.015,0.01,0.0055
D00184.obj,Bed,2.481,3.3991,1.0486,0.0496,4.1656,1.8112,1.7187,0.0715,0.0029,0.0039,0.0116,0.0082,0.0032
D00558.obj,Bicycle,0.4435,0.3081,0.439,0.6048,0.0617,0.108,0.033,0.5476,0.0099,0.0067,0.0098,0.005,0.0135
m1476.obj,Bicycle,0.6767,0.5579,0.4877,0.718,0.2657,0.1874,0.9492,0.6656,0.008,0.0079,0.0081,0.0042,0.012
D00077.obj,Bicycle,0.6193,0.466,0.5078,0.4731,0.1485,0.2057,0.9186,0.4414,0.0087,0.0065,0.0066,0.0028,0.0112
D00040.obj,Bicycle,0.4897,0.2193,0.0971,0.4115,0.2714,0.0922,0.2903,0.0706,0.0101,0.0062,0.0099,0.0039,0.0117
D00930.obj,Bicycle,0.6221,0.5613,0.3854,0.5498,0.3298,0.2972,1.2191,0.0128,0.0092,0.0047,0.0098,0.0025,0.0116
D00199.obj,Biplane,0.3517,0.2218,0.3247,0.0352,0.0069,0.0144,0.1919,0.136,0.0032,0.0042,0.0024,0.0033,0.0057
m1119.obj,Biplane,0.101,0.0425,0.2463,0.0176,0.2047,0.0155,0.1973,0.0309,0.0038,0.0055,0.0047,0.0037,0.0045
m1127.obj,Biplane,0.3014,0.1522,0.1539,0.0477,0.0722,0.1299,0.0133,0.0278,0.0051,0.0059,0.0066,0.0037,0.0056
D00132.obj,Biplane,0.4283,0.236,0.2887,0.1783,0.0848,0.0534,0.0395,0.1427,0.0094,0.0116,0.0077,0.005,0.0094
D00113.obj,Bird,0.4683,0.9635,0.1572,0.0039,1.5792,0.0233,1.0138,0.0762,0.0036,0.0047,0.0024,0.0022,0.0019
m47.obj,Bird,0.8491,0.7193,0.5096,0.2464,0.3679,0.0613,1.1151,0.0206,0.0096,0.0046,0.0025,0.0076,0.0134
D00599.obj,Bird,0.8786,0.7368,0.4783,0.7036,0.3627,0.3439,0.56,1.1528,0.018,0.008,0.0055,0.0071,0.0157
D00271.obj,Bird,0.7251,0.5885,0.4408,0.0858,0.2632,0.0191,0.8516,0.1445,0.0056,0.0038,0.0042,0.0034,0.0074
m43.obj,Bird,0.8297,0.7392,1.3855,0.0372,0.4245,0.5109,1.8217,0.1473,0.0085,0.006,0.0048,0.0094,0.016
m36.obj,Bird,0.1402,0.0578,0.027,0.0069,0.034,0.2481,0.0131,0.1009,0.0025,0.0098,0.0048,0.0069,0.0097
D01078.obj,Bookset,1.6996,1.9974,1.6409,0.0132,1.868,1.598,1.7187,0.7446,0.0035,0.0062,0.0108,0.0067,0.0082
D01122.obj,Bookset,2.7087,3.6903,3.8874,0.0104,4.5088,0.7924,1.7187,0.3098,0.005,0.0052,0.0066,0.0063,0.0083
D01038.obj,Bookset,0.9364,1.1129,0.4957,0.0695,1.0309,3.4541,1.7187,1.6933,0.0064,0.0094,0.007,0.0027,0.0057
m486.obj,Bottle,0.1733,0.0059,0.3706,0.076,0.2346,1.275,1.7187,1.6131,0.0095,0.0169,0.0084,0.0043,0.0022
D00123.obj,Bottle,0.5141,0.4436,0.4303,0.1244,0.2394,1.2848,1.183,2.4049,0.0136,0.0082,0.012,0.0024,0.004
m483.obj,Bottle,0.4276,0.3471,0.3479,0.0982,0.1603,1.3182,1.485,3.5506,0.012,0.0079,0.0123,0.0027,0.0033
D00176.obj,Bottle,0.2173,0.3585,0.4025,0.0438,1.6299,0.969,1.7187,1.6411,0.0072,0.0064,0.0091,0.0013,0.0045
D00020.obj,Bottle,0.439,0.4135,0.4599,0.0698,0.2602,1.2068,1.4184,2.6237,0.0106,0.0081,0.0099,0.0043,0.0047
m482.obj,Bottle,0.2641,0.1541,0.2919,0.0709,0.0148,1.2114,1.6989,2.3362,0.0092,0.0102,0.0119,0.003,0.0056
D00166.obj,Bottle,1.0203,0.9922,0.2086,0.0261,0.6708,1.9355,1.7187,1.2551,0.0045,0.004,0.0078,0.0022,0.0042
m412.obj,BuildingNonResidential,0.6779,0.2752,0.177,0.2509,0.8155,0.6796,0.1939,0.4686,0.0068,0.0067,0.0054,0.0041,0.0113
m409.obj,BuildingNonResidential,0.3621,0.2629,0.6783,0.2598,0.0777,0.3578,0.292,0.5181,0.0048,0.0073,0.0106,0.0041,0.0054
m404.obj,BuildingNonResidential,1.3263,2.3989,0.87,0.0027,4.1584,0.6189,1.7187,0.1548,0.0038,0.0149,0.0043,0.0034,0.0046
m400.obj,BuildingNonResidential,3.114,4.0237,2.9605,0.0101,4.5349,0.4982,1.7187,0.0253,0.0054,0.0152,0.0021,0.003,0.0052
m390.obj,BuildingNonResidential,0.5653,0.4782,0.2337,0.0062,0.2475,0.1241,0.809,0.0027,0.0047,0.0088,0.0083,0.0072,0.0096
m384.obj,BuildingNonResidential,0.686,0.951,2.7409,0.0559,1.0614,0.5403,1.6223,0.0006,0.0031,0.0099,0.0061,0.0085,0.0135
D00815.obj,Bus,0.0035,0.142,0.2099,0.0831,0.2695,2.0817,1.7187,2.2755,0.0093,0.0105,0.012,0.0026,0.0044
D00446.obj,Bus,0.2646,0.5728,0.1912,0.1283,0.8789,3.1183,1.7187,2.0523,0.0125,0.0102,0.0083,0.0024,0.0076
D00516.obj,Bus,0.036,0.1874,0.0987,0.0704,0.3217,1.5751,1.7187,2.3652,0.0078,0.0071,0.0154,0.0061,0.0041
D00264.obj,Bus,0.2666,0.1428,0.034,0.1274,0.0418,1.1176,1.2684,2.4845,0.0099,0.0067,0.0131,0.0089,0.0022
D00084.obj,Bus,0.3145,0.0858,0.2825,0.1595,0.2614,1.7948,1.7187,2.9605,0.0153,0.0077,0.0151,0.0059,0.0035
D00754.obj,Bus,0.0421,0.9044,0.2727,0.1196,3.1114,2.708,1.7187,2.4772,0.0093,0.0089,0.0144,0.0051,0.0029
D00785.obj,Car,0.2664,0.2376,0.0367,0.0501,0.1369,0.7284,1.7187,1.2249,0.005,0.0054,0.0129,0.0071,0.0052
m1548.obj,Car,0.7171,0.9449,0.0542,0.1223,0.9922,2.0586,1.7187,1.3342,0.0058,0.0067,0.0086,0.0041,0.0038
m1542.obj,Car,0.602,0.6339,0.0309,0.0719,0.4847,1.2283,1.7187,1.2112,0.0047,0.0041,0.0125,0.0102,0.0055
m1524.obj,Car,0.0838,0.1065,0.1257,0.0608,0.098,0.8477,1.7187,1.4759,0.0049,0.0071,0.011,0.0065,0.003
m1519.obj,Car,0.0695,0.027,0.233,0.1628,0.0248,1.221,1.7187,1.8775,0.0069,0.0061,0.0145,0.0054,0.0059
D00377.obj,Car,0.5755,0.6757,0.2062,0.1394,0.6024,1.6784,1.7187,1.1582,0.0062,0.0044,0.0146,0.0089,0.0048
D00542.obj,Cellphone,0.4474,0.3575,0.3175,0.0675,0.157,1.58,1.6255,1.7943,0.0035,0.006,0.0029,0.0042,0.0047
D00192.obj,Cellphone,0.0416,0.2095,0.1058,0.1975,0.5113,2.4955,1.7187,1.4665,0.0093,0.013,0.0114,0.0048,0.0028
D00440.obj,Cellphone,0.6571,0.5521,0.4982,0.1307,0.2786,1.6452,1.1426,2.9264,0.0098,0.0079,0.0049,0.0066,0.0084
D00848.obj,Cellphone,0.2293,0.0407,0.3395,0.3205,0.2173,2.5739,1.7187,1.6997,0.0095,0.009,0.0092,0.0023,0.0055
D00018.obj,Cellphone,0.08,0.2046,0.1024,0.251,0.5781,1.1123,1.7187,1.3964,0.0089,0.004,0.0089,0.0044,0.0048
D00079.obj,Cellphone,0.0604,0.0976,0.4052,0.115,0.2668,1.4253,1.7187,1.6847,0.0064,0.0082,0.0105,0.0047,0.0062
D01112.obj,Chess,0.2152,0.2427,0.2569,0.0486,0.1895,0.2026,0.8836,0.3629,0.0098,0.0089,0.0093,0.0024,0.003
D01099.obj,Chess,0.6148,0.4306,0.3859,0.0131,0.1319,0.1344,1.4462,0.0144,0.0027,0.0071,0.007,0.0044,0.0055
m1610.obj,Chess,0.8161,0.6228,0.2245,0.0015,0.2523,0.1491,1.7187,0.0473,0.0033,0.007,0.0084,0.0052,0.0058
m1613.obj,Chess,0.1279,0.1747,0.2282,0.0392,0.1598,0.4148,1.1302,1.0791,0.0056,0.0068,0.009,0.0032,0.0053
m1604.obj,Chess,0.0667,0.0956,0.0335,0.0752,0.0923,0.5662,1.3925,0.8958,0.0092,0.0078,0.0075,0.002,0.004
D01039.obj,City,0.1741,0.0141,3.4853,6.0357,0.1889,3.3558,0.223,0.018,0.0059,0.0052,0.0049,0.0033,0.022
m1652.obj,City,0.4189,0.3587,1.1062,0.7706,0.1903,0.2021,0.0971,0.0467,0.0143,0.0146,0.0112,0.0026,0.0133
D01173.obj,City,0.6228,0.1007,0.2901,5.219,3.3934,3.8294,0.5026,1.4839,0.0163,0.013,0.0088,0.0024,0.0178
D01181.obj,City,0.2683,0.4952,1.5154,0.0624,0.668,0.8979,1.7187,0.3276,0.0039,0.0071,0.0083,0.0081,0.0094
D01192.obj,City,0.299,0.3774,2.0056,0.14,0.3579,0.3583,1.3469,0.1674,0.0084,0.0063,0.0026,0.0042,0.0109
D01103.obj,City,0.4095,0.3441,1.1062,0.6935,0.1748,0.401,0.1289,0.7281,0.0139,0.0148,0.0095,0.0021,0.0129
D00561.obj,ClassicPiano,1.4154,1.7577,0.264,0.0843,1.7759,0.7599,1.7187,0.1616,0.0067,0.0041,0.0023,0.0026,0.0054
D00811.obj,ClassicPiano,1.9928,1.5309,2.0725,0.0037,0.6405,0.0497,1.7187,0.0202,0.0033,0.0073,0.0026,0.0017,0.0029
D00009.obj,ClassicPiano,1.0193,0.9943,1.051,0.0116,0.6759,0.3897,1.7187,0.1805,0.004,0.0067,0.0073,0.0037,0.0056
D00605.obj,ClassicPiano,1.2827,2.3385,1.7027,0.0204,4.0742,0.3726,1.7187,0.0609,0.0051,0.0103,0.0057,0.0086,0.0119
D00190.obj,ClassicPiano,1.8144,1.8383,2.7047,0.0145,1.3426,0.2151,1.7187,0.0097,0.0033,0.0085,0.0054,0.0045,0.0031
D00092.obj,ClassicPiano,2.8844,2.8299,2.4629,0.0059,1.9584,0.2742,1.7187,0.0896,0.0044,0.0085,0.0062,0.0029,0.0052
m1774.obj,Computer,3.8383,3.7388,4.2397,0.0155,2.557,0.8374,1.7187,0.0632,0.0051,0.0053,0.0039,0.0036,0.0049
m1773.obj,Computer,0.9415,0.9883,0.9643,0.0053,0.7582,0.3463,1.6164,0.0234,0.0024,0.0097,0.0027,0.0035,0.0025
D01164.obj,Computer,0.9161,1.2976,0.4663,0.016,1.5295,0.7888,1.7187,0.0518,0.0042,0.006,0.0056,0.004,0.0021
D01100.obj,Computer,2.4901,2.2641,1.4968,0.0044,1.3561,0.795,1.7187,0.1118,0.0036,0.0101,0.0022,0.0025,0.0032
D00990.obj,ComputerKeyboard,0.3614,0.2019,0.2671,2.7921,0.0525,4.6201,1.7187,1.9905,0.0171,0.0162,0.0119,0.0033,0.014
D00676.obj,ComputerKeyboard,0.088,0.5136,0.6684,1.7119,1.7603,4.722,1.7187,0.9817,0.0119,0.0129,0.0103,0.0033,0.0147
D00642.obj,Cup,0.1149,0.1604,0.2927,0.0843,0.1493,1.3232,1.7187,1.6014,0.0101,0.0092,0.0078,0.0029,0.0062
D00355.obj,Cup,0.2957,0.2311,0.0788,0.0993,0.0957,0.9485,0.7987,1.7299,0.0134,0.0133,0.0092,0.004,0.0057
m526.obj,Cup,0.5399,0.3542,0.4343,0.0076,0.0807,0.2423,1.2864,0.505,0.0053,0.0123,0.0037,0.0037,0.0061
m501.obj,Cup,1.5538,1.2238,1.9598,0.01,0.5415,0.3557,1.7187,0.0739,0.004,0.0092,0.0065,0.0062,0.0081
D00638.obj,Cup,0.6336,0.4163,0.5927,0.0032,0.0976,0.2504,1.4896,0.1797,0.0032,0.0104,0.0093,0.0067,0.0067
D00214.obj,Cup,1.6817,1.8201,2.5784,0.0177,1.4866,0.004,1.0245,0.1441,0.0045,0.0023,0.0053,0.0071,0.0089
D00882.obj,Cup,1.0165,0.7486,0.8649,0.0013,0.2762,0.5075,1.7187,0.2489,0.0032,0.008,0.0067,0.0056,0.0068
m608.obj,DeskLamp,1.2112,0.9366,3.5477,0.0186,0.3951,0.0002,0.8577,0.3465,0.0058,0.0067,0.0125,0.0082,0.0067
m603.obj,DeskLamp,0.3631,0.2125,0.4169,0.0112,0.0146,0.0098,0.7036,0.1146,0.005,0.0057,0.0067,0.0026,0.0025
m613.obj,DeskLamp,0.7204,0.6518,2.7994,0.4502,0.384,0.2986,1.4245,0.7322,0.011,0.0078,0.0134,0.0071,0.008
D00330.obj,DeskLamp,0.9116,0.7231,0.4849,0.5969,0.2453,0.0178,1.4322,1.7518,0.0174,0.0046,0.0131,0.0057,0.0078
D00693.obj,DeskLamp,0.6082,0.5025,0.213,0.1188,0.2421,0.2824,0.4174,1.4387,0.0082,0.0062,0.0101,0.0031,0.0072
D00531.obj,DeskLamp,0.8889,0.7542,0.2833,0.4366,0.3862,0.0804,0.9971,1.6138,0.0139,0.0044,0.0085,0.0025,0.0105
D00154.obj,DeskPhone,0.0848,0.3181,0.9537,0.2983,0.5534,1.7653,1.7187,0.4606,0.0044,0.0028,0.0054,0.003,0.0105
D00958.obj,DeskPhone,1.568,1.8753,0.7951,0.0988,1.7969,1.661,1.7187,0.0471,0.0043,0.0056,0.0081,0.0073,0.003
D00556.obj,DeskPhone,1.7257,1.8179,1.4937,0.0448,1.4194,1.2916,1.7187,0.1419,0.0027,0.0047,0.0092,0.005,0.0045
D00894.obj,DeskPhone,1.2112,1.153,1.7954,0.0359,0.7513,0.7066,1.7187,0.0021,0.0026,0.0039,0.0052,0.0032,0.0038
D00897.obj,DeskPhone,0.1553,0.0521,0.4365,0.1806,0.3169,1.1601,1.7187,0.81,0.0058,0.0064,0.0051,0.0024,0.0082
m1717.obj,Door,0.0762,0.3114,1.0535,0.9456,0.9034,2.9925,1.7187,0.9424,0.0079,0.0137,0.013,0.0098,0.0067
m1723.obj,Door,0.2863,0.7274,3.6416,2.519,1.2933,4.2436,1.4231,0.0092,0.0059,0.0106,0.01,0.0099,0.0144
m1716.obj,Door,0.1498,0.6354,0.8609,2.9435,2.7746,3.45,1.7187,1.0819,0.0076,0.0089,0.0139,0.0164,0.0108
D01141.obj,Door,0.1506,0.6354,0.8609,2.9564,2.7808,3.5302,1.7187,1.1008,0.0082,0.0082,0.0141,0.0157,0.0109
D01058.obj,Door,0.1001,0.2985,0.6991,0.9481,0.9281,3.0389,1.7187,1.0003,0.0076,0.0129,0.0127,0.0093,0.0077
D00026.obj,Drum,0.815,1.1326,0.0377,0.0034,1.2877,0.9516,1.7187,1.0992,0.004,0.008,0.0089,0.0067,0.0079
D00709.obj,Drum,0.9313,1.0002,0.1157,0.0082,0.7956,0.6131,1.7095,0.1509,0.0046,0.0177,0.0088,0.0063,0.0098
D00063.obj,Drum,3.365,3.5001,2.566,0.0196,2.7004,0.4426,1.7187,0.1494,0.0068,0.022,0.0054,0.0081,0.0146
D00596.obj,Drum,2.4004,2.2198,1.8349,0.0008,1.3737,0.631,1.7187,0.3487,0.0051,0.0061,0.0105,0.0082,0.0094
D00551.obj,Drum,2.6675,2.5126,0.6962,0.0033,1.6106,0.8427,1.7187,0.1497,0.0055,0.0248,0.0086,0.0077,0.0101
D00115.obj,Drum,0.6397,0.6299,0.4559,0.01,0.4336,0.4926,1.5129,0.006,0.0059,0.0125,0.0107,0.0093,0.0129
D00022.obj,Fish,0.6356,0.4911,0.4956,0.1993,0.1806,0.047,0.1589,0.7292,0.0088,0.0049,0.0035,0.0078,0.0142
D00950.obj,Fish,0.5897,0.481,0.386,0.0651,0.223,0.2118,0.6839,0.1816,0.009,0.0044,0.0027,0.0081,0.0125
D00030.obj,Fish,0.6907,0.5519,0.4575,0.1985,0.2334,0.2541,0.0093,1.9267,0.0131,0.0061,0.0052,0.0088,0.0157
D00748.obj,Fish,0.6452,0.519,0.5091,0.1946,0.2276,0.1717,0.0898,0.8768,0.0115,0.0075,0.0066,0.0062,0.0133
D00165.obj,Fish,0.639,0.5129,0.4227,0.191,0.2235,0.1797,0.0283,0.8557,0.0126,0.0067,0.0062,0.0085,0.0157
D00142.obj,Fish,0.5273,0.3637,0.422,0.1274,0.0575,0.0436,0.1718,0.3745,0.0052,0.005,0.0025,0.005,0.0101
D00351.obj,Fish,0.503,0.3108,0.3949,0.2098,0.0318,0.0999,0.1205,0.4565,0.0072,0.0047,0.004,0.0037,0.0105
D00400.obj,FloorLamp,0.2833,0.4397,0.2123,0.0208,0.5123,0.0815,1.1328,0.0744,0.0037,0.0067,0.0058,0.0021,0.0023
D00924.obj,FloorLamp,0.8756,0.5957,0.4473,0.0991,0.2059,0.0002,1.182,2.8396,0.01,0.0216,0.0084,0.0059,0.0049
D00888.obj,FloorLamp,0.5226,0.5629,0.3249,0.0035,0.4439,0.2912,1.7187,0.1473,0.0032,0.0111,0.008,0.0052,0.0045
D00495.obj,FloorLamp,0.0104,0.0023,0.3733,0.0029,0.0064,0.0927,0.6009,0.1682,0.0034,0.022,0.003,0.0037,0.0029
D00563.obj,FloorLamp,0.7578,0.6869,0.1206,0.0096,0.4055,0.5085,1.8607,0.1383,0.0049,0.0085,0.0085,0.0093,0.004
D00883.obj,Glasses,0.941,0.8183,0.4983,0.3549,0.4483,0.3649,2.0182,0.124,0.0094,0.01,0.0169,0.0108,0.0042
D00877.obj,Glasses,0.8307,0.7341,0.3129,0.1134,0.4156,0.3778,1.8384,0.1408,0.004,0.0092,0.0108,0.0115,0.0043
D00475.obj,Glasses,0.7488,0.5543,1.1481,0.0354,0.1297,0.3958,1.8736,0.0307,0.0065,0.0116,0.0101,0.0065,0.007
D00050.obj,Glasses,0.6896,0.6008,0.1462,0.1903,0.3308,0.2479,1.4429,0.0162,0.0092,0.0093,0.0158,0.009,0.0052
D00432.obj,Glasses,0.8811,0.7727,0.5289,0.7419,0.4311,0.2541,1.7904,0.2671,0.0067,0.0086,0.019,0.0209,0.0031
D00813.obj,Glasses,0.7864,0.6943,2.7054,0.1156,0.3926,0.4181,1.9377,0.0235,0.004,0.009,0.0157,0.0186,0.008
D00937.obj,Glasses,0.7737,0.6196,0.3088,0.1952,0.2577,0.2177,1.4982,0.0696,0.0082,0.0124,0.0117,0.0045,0.0074
D00534.obj,Guitar,0.5723,0.279,0.5026,0.4675,0.3065,2.2064,1.7187,1.4556,0.0192,0.0109,0.0117,0.0036,0.0111
D00549.obj,Guitar,0.8134,0.5507,0.4809,3.4758,0.0982,2.3605,0.5107,2.9014,0.0243,0.0147,0.0139,0.0087,0.02
D00416.obj,Guitar,0.6676,0.4337,0.5082,0.8593,0.0457,1.3269,0.8651,1.2295,0.02,0.0138,0.0126,0.0042,0.0089
D00023.obj,Guitar,0.6858,0.4287,0.4809,1.0424,0.1178,2.194,0.7976,1.6796,0.0193,0.012,0.0102,0.0051,0.0109
D00819.obj,Gun,0.2218,0.113,0.4229,0.2052,0.6421,1.682,1.7187,0.0293,0.0085,0.0072,0.0086,0.0027,0.0079
m685.obj,Gun,0.4495,0.3591,0.3678,0.2512,0.1575,1.2785,1.6291,1.1147,0.0172,0.0147,0.0111,0.0056,0.0116
m675.obj,Gun,0.88,0.7658,0.131,1.2649,0.4203,0.8766,0.1249,2.1023,0.0237,0.0163,0.0137,0.0102,0.0165
m671.obj,Gun,0.9054,0.7546,0.4407,3.6889,0.3597,2.1005,0.0788,2.0252,0.0226,0.0105,0.0096,0.0141,0.0242
D00425.obj,Gun,0.3435,0.0415,0.4308,0.4829,0.7588,2.0759,1.7187,0.2261,0.0174,0.0074,0.0086,0.0065,0.0105
m668.obj,Gun,0.7616,0.4605,0.2664,0.8602,0.2853,2.3204,0.9975,2.0318,0.021,0.0084,0.0078,0.0117,0.0182
D00282.obj,Gun,0.5067,0.3526,0.5148,0.5328,0.0652,1.2461,1.5215,1.1892,0.019,0.0137,0.0122,0.0058,0.0118
D01193.obj,Hand,0.5739,0.3938,0.1959,0.0372,0.1108,0.5399,1.7187,0.1176,0.0032,0.0061,0.0049,0.0032,0.0048
m336.obj,Hand,0.1771,0.2039,0.3467,0.0858,0.1632,0.3649,0.8892,0.3617,0.0059,0.0062,0.0062,0.0015,0.0041
D01060.obj,Hand,0.1735,0.0865,0.0672,0.0596,0.0187,0.5738,1.7187,0.6372,0.0053,0.005,0.0049,0.0016,0.0027
m332.obj,Hand,1.4784,1.0495,0.416,0.011,0.3535,0.0688,1.7187,0.0513,0.0055,0.0164,0.0031,0.0033,0.0048
D01198.obj,Hand,0.7123,0.6429,0.4679,0.4232,0.3774,1.1613,0.5831,2.9689,0.0202,0.0149,0.0143,0.0047,0.0132
m327.obj,Hand,0.5706,0.3928,0.196,0.0367,0.112,0.4774,1.7187,0.1272,0.0031,0.0056,0.004,0.0036,0.0054
m330.obj,Hand,0.2963,0.1649,0.1418,0.0512,0.0019,0.9394,1.7187,0.729,0.0059,0.0056,0.0111,0.0041,0.0049
m1633.obj,Hat,0.464,0.4333,1.6298,0.0046,0.2719,0.013,0.7302,0.1233,0.0029,0.0103,0.0022,0.0027,0.0038
m1639.obj,Hat,1.5362,1.2644,0.4168,0.0153,0.6179,0.1503,1.7187,0.1221,0.0046,0.0184,0.0026,0.0024,0.0049
m1638.obj,Hat,1.3191,0.9397,0.7221,0.002,0.318,0.4517,1.7187,0.1318,0.0046,0.0138,0.006,0.005,0.0063
m1636.obj,Hat,2.124,1.5433,1.1611,0.0064,0.5628,0.1715,1.7187,0.1486,0.0044,0.0145,0.0034,0.0039,0.0052
m1628.obj,Hat,1.5656,1.618,0.5088,0.0177,1.2206,0.4089,1.7187,0.0948,0.0056,0.0188,0.0039,0.002,0.0049
m1631.obj,Hat,0.7685,0.7506,0.3947,0.0149,0.5103,0.227,1.7187,0.0078,0.0024,0.0089,0.0029,0.003,0.0016
m1635.obj,Hat,2.0614,1.5547,0.5386,0.0076,0.6225,0.3036,1.7187,0.0964,0.005,0.0132,0.0062,0.007,0.0079
D00658.obj,Helicopter,0.7917,0.6759,0.3118,0.0342,0.3545,0.3069,1.4325,0.1066,0.0057,0.0057,0.0048,0.0087,0.011
m1336.obj,Helicopter,0.6665,0.577,0.1034,0.0184,0.3133,0.1409,1.0215,0.1381,0.0031,0.0044,0.0037,0.0053,0.0081
D00470.obj,Helicopter,0.7513,0.6319,0.2728,0.0983,0.3184,0.2817,1.3177,0.0482,0.0125,0.0048,0.0042,0.0098,0.0136
m1329.obj,Helicopter,0.501,0.6441,0.2637,0.0118,0.6405,0.1171,1.2896,0.0681,0.0042,0.0042,0.0022,0.0021,0.002
D00500.obj,Helicopter,0.6667,0.5227,0.5065,0.0482,0.2043,0.1381,1.007,0.108,0.0062,0.0067,0.0044,0.0088,0.0101
D00498.obj,Helicopter,0.6753,0.5346,0.4841,0.0414,0.2179,0.0782,0.7814,0.3883,0.0034,0.0041,0.0027,0.0061,0.0106
D00325.obj,House,2.3654,2.7269,0.1491,0.0146,2.5015,0.7674,1.7187,0.0406,0.0058,0.0182,0.0041,0.003,0.0059
m447.obj,House,1.8234,1.8875,0.6925,0.0184,1.4313,1.6938,1.7187,0.2727,0.003,0.0047,0.0047,0.0036,0.0055
m435.obj,House,0.1923,0.695,0.9725,0.0059,1.452,0.2815,1.7187,0.3251,0.0024,0.0063,0.003,0.003,0.0022
D00941.obj,House,0.3122,0.6066,0.3629,0.0783,0.8739,0.6961,1.4099,0.8741,0.0079,0.0078,0.0098,0.0094,0.0069
m440.obj,House,1.2735,1.6624,1.9434,0.0161,1.7977,0.748,1.7187,0.3583,0.0029,0.0064,0.0029,0.0032,0.0056
m359.obj,HumanHead,1.5576,1.1023,2.1364,0.0096,0.3689,0.0424,1.0671,0.0415,0.0055,0.0251,0.0027,0.0032,0.0054
D00013.obj,HumanHead,2.8344,2.3735,0.142,0.0149,1.205,0.7245,1.7187,0.1141,0.0072,0.0215,0.0021,0.0026,0.0044
m363.obj,HumanHead,1.3988,0.9793,0.7923,0.0116,0.3154,0.1265,1.7187,0.0545,0.0075,0.0187,0.0027,0.0029,0.0058
m365.obj,HumanHead,1.0344,0.6995,0.4175,0.0127,0.1958,0.0825,1.5636,0.0239,0.0078,0.0283,0.0031,0.0027,0.0084
D00072.obj,HumanHead,1.2056,0.8642,0.7648,0.0113,0.2966,0.1439,1.2766,0.1415,0.0065,0.0156,0.0031,0.0033,0.0081
